src_ip,dst_ip,src_port,dst_port,protocol,pkt_count,byte_count,start_time,last_time,duration,label
95.202.117.143,215.7.209.11,16984,50493,UDP,2,914,1703782164,1721031500,7.1,1
8.131.103.131,119.158.205.33,31815,29087,HTTPS,39,3913,1701761331,1726009038,1.857,1
184.24.194.95,82.247.97.126,43254,48223,TCP,37,3413,1752208977,1733719733,2.597,0
195.154.92.159,75.104.203.48,26240,30481,HTTPS,21,3574,1719670186,1755146622,8.126,1
178.60.121.50,79.184.222.240,33491,52092,HTTP,5,3836,1733869747,1726267844,9.477,0
147.20.4.209,250.92.153.17,65451,62488,HTTPS,45,73,1708539202,1733851612,1.446,0
92.169.60.21,96.213.37.208,47958,44660,HTTPS,21,3053,1742663932,1716237538,5.027,1
149.69.0.132,87.87.49.7,63071,47767,UDP,29,360,1723553648,1703405914,2.22,0
233.11.89.45,169.133.68.171,8778,38738,HTTP,20,1281,1733437995,1741720218,0.695,1
34.176.77.217,121.63.156.155,48038,9266,HTTPS,38,3838,1729229727,1704177927,3.322,0
45.154.72.25,139.120.64.106,5102,48630,HTTPS,20,2761,1747219465,1755208479,1.523,1
249.46.120.213,147.136.154.161,13877,53966,HTTP,25,4851,1729545279,1705032403,7.128,1
239.55.93.106,172.195.99.81,51543,52722,HTTP,2,471,1737513447,1703229065,5.384,0
63.47.60.80,143.50.140.82,5066,5455,TCP,32,1823,1727298766,1745402380,1.524,1
26.35.0.7,177.197.111.55,50076,35919,UDP,26,3618,1711061060,1711607230,0.191,1
113.98.252.179,204.178.164.144,15413,26182,HTTP,6,996,1702214979,1746583644,8.101,1
207.46.126.55,186.214.217.156,31449,15387,HTTP,41,1236,1753737499,1700587426,1.844,1
214.13.217.27,161.59.218.216,3599,39183,DNS,3,1884,1740908724,1703430460,6.102,0
215.77.215.129,120.182.137.174,40546,37426,HTTP,33,1614,1733750643,1746986677,3.436,0
109.153.13.186,23.212.148.234,29203,56100,UDP,1,4994,1701836082,1715090951,5.896,0
56.114.6.2,13.100.160.23,51757,43255,HTTPS,5,1997,1731893172,1745083420,3.225,1
111.150.237.106,108.10.16.195,35778,24328,HTTPS,13,1358,1735792131,1751463262,0.961,0
239.251.236.17,175.24.93.200,19648,52815,HTTPS,19,3036,1749492558,1741557461,2.307,1
250.37.226.114,21.83.210.210,21374,53635,HTTPS,12,436,1729506320,1730278292,1.962,1
15.191.216.118,140.36.41.144,27705,21182,DNS,48,1211,1754790082,1736020939,4.337,1
229.27.201.38,101.245.47.102,25012,47663,HTTP,25,3308,1735367497,1710055169,6.617,0
185.16.230.85,28.40.98.46,16494,21453,HTTPS,35,4861,1732145070,1755750321,2.712,0
218.125.43.24,240.145.205.226,25728,38249,TCP,12,3983,1755288809,1731907752,0.219,0
145.12.211.24,236.104.123.198,39760,40802,HTTPS,30,2897,1740949943,1734330817,5.237,0
68.137.66.232,233.12.209.228,30401,33752,HTTP,5,4571,1721364497,1732360929,6.097,1
109.145.110.227,141.99.30.129,29596,21992,HTTPS,34,1489,1755838848,1710293122,9.632,0
111.213.33.110,16.136.72.165,59219,41312,DNS,22,3492,1729968674,1727462991,5.936,0
8.167.112.235,203.53.183.213,8517,9917,UDP,39,4530,1749522495,1741018802,4.765,0
83.41.168.100,225.99.108.86,5127,10144,UDP,13,105,1725543156,1709465027,5.777,0
6.179.25.63,173.236.161.136,35868,25856,HTTP,47,3374,1742027193,1747850326,9.286,1
226.186.183.58,216.7.6.35,55407,15582,UDP,3,155,1731125982,1709395448,8.301,0
109.197.228.120,18.2.27.69,4018,1908,UDP,20,3251,1721755450,1709370097,3.297,0
33.180.149.20,236.171.148.27,4768,29425,TCP,31,719,1731877611,1746086355,2.449,0
198.69.246.111,232.53.181.64,48258,23309,HTTP,5,4521,1726291842,1704559512,2.7,1
4.93.74.189,100.20.251.234,48315,41985,HTTP,24,792,1720749378,1706519453,5.094,0
62.93.94.151,227.12.56.48,64162,41506,UDP,40,1016,1732562980,1728437969,7.466,0
55.136.246.130,118.53.137.52,28356,46526,UDP,33,357,1706166994,1706846090,5.082,0
243.30.39.228,44.46.52.73,6618,36943,UDP,8,2188,1737726492,1708607964,0.771,1
36.151.222.5,46.12.164.101,41323,62700,DNS,24,3514,1723380568,1728696848,7.263,1
66.211.219.74,24.1.213.80,8395,26958,HTTPS,20,4947,1716856163,1702995353,8.079,0
4.78.133.117,100.141.137.162,48339,25465,DNS,16,159,1710342588,1735229687,2.966,0
113.93.247.229,153.130.110.101,19052,48477,HTTP,12,3682,1723929820,1725650424,6.675,1
179.61.184.193,17.11.181.115,62739,23650,TCP,13,4485,1741690969,1718685367,4.323,1
79.202.135.25,24.28.170.152,36936,42066,HTTPS,45,1965,1754301059,1728082991,8.902,1
179.172.43.132,228.121.187.89,15014,27126,TCP,42,4313,1756719600,1736843795,8.468,1
70.153.117.67,230.64.83.118,47875,34759,HTTP,39,606,1739524109,1731634412,5.302,1
19.211.224.19,156.15.174.208,17650,5597,HTTP,25,154,1715505393,1725812055,6.946,0
113.139.46.0,104.91.185.203,21493,16375,TCP,46,2097,1717745626,1709158430,8.845,0
90.141.63.37,27.245.180.169,41746,53151,TCP,32,195,1710799520,1736340634,5.008,0
37.125.138.254,187.174.221.232,41061,3776,TCP,24,2813,1749545109,1741267841,3.201,0
100.76.234.2,162.164.133.134,8154,27389,HTTP,48,923,1727764911,1748460280,7.561,1
161.133.177.247,224.223.244.152,7852,58265,UDP,47,348,1720713858,1704209229,2.279,1
10.4.150.137,33.54.185.6,58538,21030,TCP,44,3288,1745310804,1745830915,3.946,1
172.129.12.167,244.56.125.11,42636,18446,HTTPS,9,695,1745554920,1750220684,8.671,1
130.83.64.62,16.207.42.116,48012,53640,HTTP,40,4783,1725860758,1735203811,7.272,1
101.72.16.8,228.204.134.227,40123,48475,DNS,23,3128,1751372483,1710685090,4.098,0
203.142.151.37,111.50.200.159,53688,14646,DNS,13,2561,1743821332,1727923691,2.226,0
247.162.93.94,75.7.224.214,47189,31106,HTTPS,32,833,1723403748,1722328309,3.624,0
49.68.61.187,217.247.199.44,18907,64721,UDP,15,420,1729629610,1746887039,2.913,0
236.177.77.116,214.58.131.103,44083,13669,TCP,36,536,1732679646,1728412406,1.843,0
120.202.136.161,195.156.232.156,19566,62414,HTTP,49,2087,1722163668,1715520967,7.459,1
76.226.34.0,98.225.155.204,43956,15961,TCP,5,3246,1708531225,1719169217,2.595,1
40.63.149.59,79.123.214.171,65388,60984,HTTP,22,1410,1723729273,1727437957,4.596,1
64.92.71.10,218.3.89.103,62293,11358,DNS,16,4337,1709657570,1735871262,3.92,1
105.228.13.59,137.118.132.55,55338,64605,TCP,41,4875,1721911845,1727391477,9.823,1
30.34.212.164,96.211.177.74,11474,37204,HTTPS,10,2311,1744044887,1713747849,3.972,0
5.82.122.77,143.31.27.21,21447,51797,UDP,24,2671,1755258378,1718010603,0.892,0
154.61.131.88,233.16.58.89,3059,15805,HTTPS,18,1006,1751361768,1714887956,0.989,0
237.41.88.145,236.198.105.184,45255,62197,UDP,49,430,1701034780,1713194473,5.948,1
40.71.38.103,26.24.137.250,41769,50198,TCP,18,3699,1740683254,1757957065,6.034,1
14.31.178.124,45.82.10.204,18265,14627,TCP,7,4943,1732597747,1758771074,4.246,1
166.96.22.62,181.199.103.67,53999,28133,UDP,4,288,1727733052,1735803551,4.375,1
143.224.152.144,239.94.155.202,24178,7952,DNS,26,1155,1734303477,1719228819,0.634,0
225.238.246.193,235.64.48.174,26649,6450,HTTP,5,1436,1730477458,1747379401,5.214,1
206.52.103.103,52.101.215.181,45974,19066,HTTPS,16,2602,1751203757,1718274332,5.097,0
179.38.178.197,188.56.46.158,34090,35968,HTTPS,35,2299,1745977520,1705571944,1.581,1
134.66.134.178,233.173.241.25,57420,39537,HTTPS,26,1577,1707736085,1748681267,1.128,0
200.41.191.243,241.113.4.83,34715,9131,TCP,18,1717,1733941837,1746255986,1.323,1
15.110.156.32,52.104.202.247,54408,23825,HTTPS,29,4182,1706805360,1744849313,1.1,1
244.221.230.154,54.160.177.165,14355,62288,HTTP,23,2741,1732489400,1758915684,6.136,0
164.156.37.184,155.225.14.223,64951,41402,HTTP,14,3722,1738116218,1745837139,2.045,0
97.252.228.154,61.121.20.45,21714,51703,UDP,15,2046,1738313101,1738150204,2.589,1
183.32.253.195,197.133.37.61,20207,36994,TCP,49,1475,1746479403,1746954620,1.818,0
86.65.9.4,86.189.209.77,64038,31876,HTTP,33,2862,1745330272,1737844423,9.583,1
123.73.96.117,202.45.140.222,40370,49749,DNS,25,3297,1736655436,1739296070,8.561,1
38.140.158.46,222.2.221.5,5899,6055,TCP,21,2642,1739089125,1739607109,2.382,0
228.108.215.179,93.7.171.236,55502,34274,TCP,17,1540,1736486640,1754138762,3.343,1
184.14.156.135,235.107.160.208,13278,41822,HTTP,23,1274,1727075979,1741779199,2.178,1
5.156.46.67,240.74.76.49,56758,48518,DNS,43,2637,1743651126,1706582123,4.97,0
76.172.129.154,11.94.155.235,29645,10833,UDP,17,3114,1720964658,1706805969,0.294,1
95.114.242.163,70.168.15.67,51978,29671,HTTP,14,882,1720589413,1713773042,6.747,1
36.25.42.26,99.251.47.183,11929,49113,DNS,29,4742,1745843878,1748346601,5.279,1
69.147.10.253,64.186.89.189,47145,22853,TCP,20,2490,1725847200,1754312696,8.997,1
74.103.37.133,249.75.138.100,62874,23621,DNS,30,4845,1743658912,1756411070,1.727,0
200.22.46.89,89.17.18.214,16906,28308,TCP,19,1696,1723210780,1731154708,8.061,0
46.106.139.217,55.101.117.209,61221,47552,HTTP,39,490,1734511172,1722413805,7.94,0
141.103.189.209,154.133.3.107,20065,1552,HTTP,13,1579,1730553797,1749732482,1.359,1
217.224.110.103,115.28.58.124,30122,47923,HTTPS,18,3015,1749796766,1724723537,4.046,0
60.170.203.235,98.16.106.42,53522,63081,HTTPS,23,2417,1749057871,1714719831,1.785,0
100.239.67.132,245.79.193.161,43455,27813,HTTPS,46,3336,1718988062,1748788334,2.622,0
120.36.71.126,247.7.140.105,53125,13800,HTTP,33,4713,1754760408,1711679241,2.706,1
106.240.91.30,8.221.95.227,34733,26313,UDP,39,4381,1719086447,1709571226,5.607,0
122.136.245.50,239.93.64.170,35699,39621,HTTP,40,1354,1732750125,1718448395,4.173,0
29.205.39.40,39.80.186.83,5861,1450,DNS,18,3084,1748677728,1725261318,9.483,1
214.10.150.0,88.241.85.92,47472,65209,HTTP,9,3738,1754942412,1747177360,1.351,1
46.100.148.89,86.43.136.164,25513,55106,HTTP,33,4023,1743447859,1716380352,9.74,1
110.163.181.214,74.35.100.219,18651,57609,TCP,32,1235,1747955593,1711386047,2.383,1
57.0.62.181,156.169.254.170,6720,24427,TCP,17,3312,1754827081,1720005625,7.751,1
55.114.167.142,213.215.169.251,50018,35428,TCP,19,2157,1755547432,1741782385,3.456,1
149.174.200.52,104.65.54.199,14567,40278,HTTP,27,1890,1752299230,1755230489,1.517,0
137.201.179.56,176.90.21.100,13639,31552,UDP,6,4370,1734394700,1708324878,8.593,0
117.153.168.34,155.120.92.194,2490,24278,DNS,35,2797,1739683458,1736568562,3.158,1
63.243.24.89,108.140.172.9,31795,56598,DNS,37,4727,1705770938,1757924091,6.623,1
75.37.129.134,228.8.181.247,54133,35490,UDP,34,4314,1731511091,1741883168,5.708,0
210.218.161.90,247.154.33.242,19374,58807,UDP,20,3183,1756889249,1730076989,4.77,1
17.127.170.186,129.159.88.92,1399,45213,DNS,25,3470,1728896688,1738301924,5.009,1
108.250.178.181,71.240.66.211,34054,9638,HTTPS,4,1515,1708441243,1718888494,7.349,0
152.24.198.179,148.116.93.162,21770,43259,TCP,10,4159,1712603858,1724752734,0.969,1
198.244.87.160,99.112.102.90,23910,35694,TCP,10,2261,1751315286,1712277440,6.715,1
177.28.62.234,90.205.16.17,45372,9825,DNS,24,2854,1757243244,1746478791,8.969,0
150.153.155.113,173.115.92.211,61763,64018,UDP,21,1593,1755927775,1733771083,0.672,0
213.48.198.80,181.90.81.67,43928,26951,HTTPS,11,1739,1729141728,1758637178,1.492,0
84.104.176.147,193.113.0.57,33675,23489,DNS,27,1621,1711652065,1706620661,7.195,0
118.85.219.62,154.108.147.115,8857,62335,TCP,16,4591,1702791671,1709929464,4.429,0
189.103.48.70,87.9.58.202,2917,39009,HTTP,26,3329,1735616324,1714697042,4.095,1
1.223.140.221,41.104.132.121,31597,49665,UDP,30,3591,1720208759,1716309272,1.456,1
215.178.122.183,193.144.21.97,32395,216,HTTP,49,4861,1723740482,1711843128,5.117,1
211.61.31.157,248.236.168.220,41898,40068,DNS,16,3073,1737632572,1730671903,1.353,1
29.48.172.220,68.196.138.55,12850,11524,TCP,7,868,1745539259,1723144254,4.819,1
30.143.167.18,179.148.98.75,35444,10365,HTTPS,16,4571,1749196358,1724349707,7.66,0
18.0.77.114,26.114.146.108,22948,3154,HTTP,35,1174,1728631509,1750937150,2.657,1
175.241.193.245,188.198.46.246,62509,23835,HTTPS,16,4995,1725262572,1719312460,4.86,1
220.112.113.221,71.153.39.132,54068,34475,TCP,40,1179,1737463740,1735114587,9.921,1
166.178.62.131,149.205.131.22,34391,43067,HTTP,12,1752,1729989149,1730107648,6.898,1
129.7.156.54,106.83.142.241,22223,34336,HTTPS,35,2051,1726124219,1735166021,8.429,1
103.130.31.9,116.108.220.135,52088,10401,HTTPS,49,3928,1707466897,1748632967,4.207,0
202.210.109.161,41.111.146.111,26892,59676,HTTP,21,4422,1741240159,1700468163,7.702,1
124.224.86.54,103.45.155.237,9816,10346,TCP,43,1856,1700915767,1709228420,0.501,1
220.31.177.134,249.218.67.121,58748,33897,HTTPS,36,2997,1742244404,1751101656,1.317,1
93.7.64.56,15.226.164.128,21621,19895,DNS,48,3259,1743270918,1721276123,2.11,1
247.66.215.214,195.110.23.26,37429,28900,HTTP,17,2202,1715547488,1703000102,4.079,1
187.254.252.71,40.190.188.163,33720,40636,UDP,32,4691,1728208068,1729097750,8.473,1
54.248.238.228,226.220.23.23,44147,28230,UDP,41,4255,1733092720,1756921411,3.528,0
67.50.96.91,234.3.66.33,17013,51518,TCP,6,594,1741768923,1730573747,6.581,1
239.7.161.34,185.176.214.180,29955,5584,DNS,24,2451,1753701063,1749773059,7.122,0
96.87.77.31,248.115.22.108,10314,4898,HTTPS,27,4888,1749942451,1747906429,5.903,0
120.45.234.143,69.94.253.180,39391,54871,UDP,20,2414,1727275395,1726210478,3.637,1
196.243.164.181,62.168.56.252,56624,6002,TCP,25,1339,1720480929,1758018554,5.813,1
213.141.222.54,249.187.53.69,15366,43882,DNS,2,3815,1711881412,1702378772,3.488,1
176.209.6.73,101.56.137.167,25965,4568,DNS,9,1925,1700381856,1753808100,0.93,0
7.160.150.84,135.102.165.84,14969,9272,TCP,28,4478,1745586552,1753729207,9.929,1
147.111.124.146,61.211.2.127,11786,64113,TCP,38,4737,1720542660,1742291777,1.359,1
36.28.187.81,179.85.46.195,61787,47117,HTTPS,3,832,1747849253,1753153210,0.816,1
2.128.46.196,220.75.37.242,31157,11704,TCP,20,589,1742706401,1715935238,8.797,0
148.10.233.254,164.238.168.196,48104,13330,HTTPS,6,2832,1727873913,1722517808,3.088,0
130.194.214.118,141.86.57.49,41174,35510,HTTPS,39,2718,1738133529,1733401359,6.538,1
140.19.4.36,30.189.100.24,28076,52173,HTTP,33,4764,1741167744,1749922192,3.357,0
166.221.136.225,112.154.178.205,42774,6257,DNS,1,3987,1737571331,1726615123,3.975,1
53.171.98.243,185.125.239.122,20977,229,DNS,37,3006,1715528998,1735066617,2.695,0
250.85.107.23,47.117.227.38,41499,24747,DNS,6,3772,1737509631,1727930454,3.496,1
81.201.157.119,16.247.21.212,18154,16679,HTTP,45,3917,1755573977,1758901857,4.166,0
59.237.214.127,54.148.199.240,32110,37053,HTTPS,34,1883,1736823328,1721040202,7.232,1
224.208.113.114,16.58.246.30,58680,57770,HTTPS,47,2196,1737807891,1736923169,5.164,1
209.13.8.39,170.201.31.186,5657,46033,TCP,15,2220,1724134159,1752876192,9.441,0
194.236.24.102,162.254.253.8,18328,46159,HTTP,45,3441,1747711124,1728665409,0.515,0
201.245.21.234,209.138.223.9,43061,23186,TCP,26,1666,1740691372,1713242686,5.08,0
238.3.153.185,214.248.16.67,33308,33687,HTTP,14,4667,1729822454,1722103126,5.884,0
29.108.97.214,48.179.110.152,47570,11446,TCP,7,966,1736408567,1705363240,9.21,0
37.74.69.145,123.148.100.101,8032,33267,UDP,46,4862,1714959998,1735582649,0.587,1
128.84.41.99,241.64.190.216,49315,63262,DNS,31,2806,1717253593,1700659297,5.778,1
41.165.33.16,51.35.80.232,28429,2810,DNS,24,1986,1700398422,1750106235,8.551,0
165.152.229.121,127.87.193.103,52557,37730,HTTPS,31,4092,1716899153,1730364494,2.495,1
76.86.116.105,15.95.166.122,37410,41786,UDP,29,3141,1734688061,1706985481,8.775,1
86.212.26.56,198.0.238.150,26397,36548,DNS,42,4705,1741206558,1744507918,0.289,0
31.133.218.167,122.166.252.125,21851,42819,HTTPS,32,1018,1717155571,1739303209,7.351,1
98.11.236.248,57.80.161.250,34064,34887,UDP,17,3414,1710279977,1707226460,9.338,1
53.198.137.172,169.220.72.140,61378,6392,DNS,14,3253,1720770827,1759883192,6.606,0
145.153.212.219,70.5.83.51,14031,146,TCP,40,939,1724592105,1705506774,4.446,0
190.121.45.63,245.2.80.62,19181,13930,HTTP,36,842,1711504456,1708977914,0.544,1
130.251.53.106,49.75.111.174,33181,24327,UDP,48,3508,1740831618,1705237264,9.209,0
193.50.180.35,109.182.191.64,36339,29992,HTTPS,24,1031,1752006907,1751777467,4.756,1
115.25.28.148,81.194.217.14,36956,47686,UDP,45,3581,1742982514,1745853960,0.387,0
11.39.10.163,100.31.95.127,22188,37334,HTTPS,27,3579,1710347737,1719011185,6.929,0
113.186.38.231,196.145.112.82,15438,60922,UDP,25,851,1724950408,1750524451,4.87,0
227.53.97.54,43.115.162.231,63085,16577,HTTPS,32,92,1706609001,1710048456,1.331,0
111.151.245.149,78.57.32.13,15351,54340,DNS,18,3399,1757868978,1748080335,2.221,1
69.55.32.249,162.188.246.131,49368,39406,TCP,46,1827,1725715215,1744855075,0.738,0
36.238.147.210,216.58.156.82,1970,28465,DNS,18,3251,1742370519,1719230255,5.786,0
227.243.234.80,134.120.224.176,15717,8244,TCP,37,399,1739579377,1756291424,6.258,1
190.250.108.234,168.82.244.192,28265,31602,DNS,26,1617,1747655757,1740906614,5.107,1
226.200.153.193,197.26.79.133,50682,2411,DNS,9,1179,1734915196,1746937182,8.189,1
245.72.200.39,232.12.239.63,31278,1821,UDP,35,3009,1714213506,1728462405,8.624,1
17.128.216.60,190.226.146.203,16564,52117,HTTP,8,3837,1719948769,1722208585,6.195,0
171.103.41.24,80.122.42.201,7743,35290,HTTPS,20,1830,1731140320,1747039823,0.226,1
39.34.130.241,89.147.94.195,42227,59214,HTTPS,42,633,1736148977,1739707715,6.983,0
229.107.171.178,172.150.1.119,26105,51721,HTTPS,22,4577,1703182999,1722909685,4.238,1
222.101.97.11,22.114.56.228,62885,38651,TCP,19,3427,1709514440,1714174101,5.699,0
19.100.43.186,72.6.205.183,12374,62895,HTTPS,30,3451,1724183681,1756822860,6.526,1
251.48.188.16,119.194.113.15,56536,34636,HTTPS,28,3235,1740583878,1724998095,3.567,0
74.56.54.240,247.82.178.209,57833,7466,UDP,35,2244,1728413551,1749790835,9.179,0
47.11.61.79,244.207.71.123,37382,56755,DNS,43,1212,1728019326,1733234685,1.426,1
216.82.7.222,225.112.11.125,33045,32440,HTTPS,11,348,1739345172,1731474949,6.748,0
149.80.214.228,53.74.132.26,43856,27315,HTTP,31,3397,1742505874,1740759705,0.143,0
118.207.197.199,140.144.133.96,29393,44230,HTTPS,49,1989,1733545816,1704528458,9.254,0
25.209.88.11,5.56.155.77,32752,19584,TCP,48,838,1725049902,1733012055,1.214,0
143.58.153.232,69.117.119.58,18600,27156,TCP,39,4995,1734395029,1730900994,1.039,1
109.25.46.31,33.61.49.111,30025,38872,TCP,36,2939,1700850122,1721104435,3.397,0
10.15.198.144,233.18.213.196,63113,62875,HTTPS,30,1427,1713029792,1712779593,3.798,0
151.25.212.85,123.193.221.46,18872,12198,UDP,23,1999,1752904351,1715255164,2.222,1
250.134.13.78,167.195.32.140,1414,29512,HTTP,19,3322,1734284991,1759522747,5.893,1
117.6.136.114,84.181.134.78,23023,15425,HTTPS,12,927,1759241983,1713979901,4.485,1
176.71.241.58,215.13.214.146,46460,48822,UDP,15,3792,1723105620,1717554366,0.438,0
215.220.81.222,128.53.220.247,12593,241,UDP,31,1627,1733460390,1728483392,3.265,0
222.115.166.226,148.28.23.81,14053,52593,HTTPS,43,3189,1735416447,1756648499,8.123,1
146.186.233.102,63.201.104.56,23514,4632,HTTPS,37,2542,1731033811,1716010986,6.928,0
17.13.158.151,136.217.61.156,46899,9600,UDP,37,2805,1711348964,1744970969,7.276,1
227.107.187.44,202.16.65.5,59040,44463,UDP,15,1953,1713129224,1716695033,7.011,0
98.130.36.170,58.68.155.61,36352,61383,UDP,29,1432,1747953688,1755804235,3.179,1
168.217.182.214,169.196.81.217,6891,24659,HTTPS,43,4290,1718782680,1759491725,1.087,0
108.38.14.119,212.168.176.218,16308,37846,UDP,26,2372,1726448146,1747914328,2.797,1
241.3.92.213,177.203.70.250,35003,32575,TCP,44,2606,1754937325,1702321991,8.335,0
153.140.209.160,131.9.97.88,10145,36537,HTTPS,2,1911,1750068499,1705462762,9.807,1
16.236.169.107,35.207.1.123,2563,41911,TCP,20,1916,1720794857,1718453315,4.989,0
126.193.54.226,24.73.165.21,26512,7996,DNS,15,4097,1745439465,1718867867,0.196,0
170.33.157.250,154.170.182.38,18051,25187,HTTPS,4,3225,1735260124,1745658566,1.486,0
247.12.140.17,219.156.238.229,62890,29246,DNS,22,1148,1725102864,1739409545,3.289,1
160.95.226.122,20.218.40.181,9717,22814,UDP,38,1784,1759728763,1747428722,5.828,0
39.45.243.28,148.107.146.83,9945,13277,UDP,23,4713,1717403992,1725940280,0.843,0
190.240.220.61,227.110.65.157,51459,19990,HTTP,26,3466,1711106789,1744897273,9.439,0
245.235.184.15,53.33.149.66,57856,12747,UDP,11,4676,1718539203,1742836195,3.714,1
184.235.238.120,134.206.26.9,11334,44244,DNS,28,730,1706523229,1734081601,9.135,0
10.157.152.254,73.224.95.47,64989,18558,UDP,2,2120,1742925139,1707123801,7.827,1
103.83.132.64,70.232.186.99,57521,28061,HTTPS,8,4874,1703486082,1720559092,7.579,0
222.176.2.172,59.251.1.156,46536,58867,UDP,29,1779,1749457238,1755397169,6.107,1
142.119.157.241,196.64.82.153,31932,6569,HTTP,11,2241,1735105074,1701897465,6.305,1
68.145.189.36,217.9.52.78,5410,35370,UDP,37,717,1743734865,1735817999,6.416,0
153.175.192.180,59.149.178.47,33287,19042,DNS,18,1662,1711498649,1722475701,6.324,1
238.206.72.142,149.122.247.21,29436,6081,DNS,14,730,1702494903,1721442986,5.582,1
49.120.87.195,100.97.157.24,18327,13855,UDP,10,1022,1724566499,1710459177,9.865,0
140.186.249.36,237.27.192.112,13266,56478,DNS,35,2896,1750847679,1730548432,7.35,1
61.228.170.123,45.67.6.48,52515,2160,DNS,9,2182,1750379015,1708536341,7.792,1
198.38.183.62,137.163.82.128,48049,27026,HTTP,35,2513,1724003294,1712417859,8.737,1
46.87.10.61,138.163.72.236,9971,52983,HTTPS,11,2579,1722473124,1725460801,2.235,1
77.225.152.198,46.105.159.31,47738,41082,HTTP,44,2553,1751964396,1753055654,0.93,0
52.3.58.71,6.175.165.144,6954,4369,TCP,12,4972,1716188024,1701119816,4.881,1
148.92.62.53,74.113.26.53,39194,34086,HTTP,3,4442,1704862944,1733537019,5.189,1
117.242.236.109,178.162.243.250,55839,53646,UDP,39,3233,1748642458,1705168949,8.309,0
74.106.225.56,85.126.152.155,60237,27095,HTTPS,14,4083,1733919148,1754302831,4.493,0
218.168.240.249,111.14.131.92,62840,46041,UDP,28,3217,1755659349,1737526801,5.751,1
3.119.5.4,123.72.154.153,49809,1231,TCP,11,3047,1747793791,1721327254,5.318,0
5.53.46.214,147.247.91.16,55451,17518,HTTPS,39,3277,1758964953,1716772468,0.478,0
177.8.98.19,43.120.40.169,1531,23992,DNS,25,2202,1738807519,1731281748,6.191,0
122.240.60.122,178.211.236.167,2460,1302,HTTP,21,1778,1704920791,1736780682,8.298,0
234.162.177.81,39.112.244.150,28175,28611,UDP,10,2074,1755602285,1702470950,1.659,0
62.144.215.2,111.223.179.46,12642,15928,TCP,43,379,1732391010,1756742211,5.984,0
160.226.229.12,63.224.248.109,9774,34679,DNS,15,2536,1725130020,1708789784,5.977,0
120.124.238.88,69.42.175.33,17146,24467,HTTP,19,1205,1717231839,1743014078,1.725,0
73.67.141.100,40.202.60.177,8378,14905,DNS,48,1940,1725061958,1701043423,1.322,0
98.10.104.183,195.61.57.160,45086,40876,HTTP,22,4527,1708015648,1708315308,9.803,1
67.122.219.28,75.15.81.93,32003,26082,HTTPS,21,2235,1749054750,1752849274,3.998,1
137.194.152.225,48.246.137.81,21924,24355,DNS,44,4988,1701310646,1750424537,2.351,1
76.169.8.206,38.126.18.163,14864,27762,DNS,32,2367,1708429948,1746226296,1.796,1
40.24.4.138,187.62.76.247,53798,18301,DNS,23,3671,1714923019,1734272316,6.709,1
187.225.215.123,174.130.201.101,38191,64385,HTTPS,13,4541,1759689994,1704609635,6.134,0
207.37.71.250,65.246.119.90,6061,29492,TCP,5,2561,1758501463,1719576161,6.471,0
133.175.89.145,238.7.178.237,29657,56149,HTTP,4,499,1717669959,1754747528,0.971,1
198.36.59.175,234.208.72.252,25519,60893,DNS,28,1404,1735569183,1719880139,8.946,1
205.27.196.204,134.106.88.38,16872,35526,HTTPS,14,1343,1739396920,1709254404,3.954,0
81.113.39.44,113.187.27.96,37507,26533,TCP,8,2515,1734967717,1728119485,3.202,1
224.61.92.114,182.36.136.81,48669,6465,HTTP,9,3152,1727691349,1740170675,4.677,0
186.66.55.39,56.186.84.1,8861,16563,HTTPS,35,1899,1701330657,1741169919,3.962,1
98.39.90.204,189.57.106.122,35093,41857,HTTP,37,3225,1733477650,1736692309,8.649,0
237.32.5.215,188.229.249.167,8394,55515,DNS,21,4331,1759684467,1704448388,9.3,1
147.79.167.91,164.113.251.106,55361,47893,TCP,18,3249,1747459283,1758849722,3.104,0
97.58.58.47,37.78.91.17,52331,47029,HTTPS,33,1283,1755583927,1724147779,8.653,1
169.12.106.44,98.62.149.138,7435,42512,TCP,8,1487,1732108301,1727277564,7.837,1
89.180.169.99,186.184.204.3,40157,8684,DNS,49,3402,1715434272,1745924616,9.315,0
191.154.165.187,214.134.60.106,31523,32635,TCP,17,4080,1751276809,1714823516,2.533,0
7.132.234.44,54.87.67.219,31249,61,TCP,43,302,1705000783,1733203861,5.812,1
58.248.242.30,207.128.54.2,49241,9270,UDP,31,68,1735883199,1758082714,2.818,1
23.169.137.159,206.165.241.120,1716,63144,TCP,34,2809,1725110847,1728473481,8.259,0
107.180.157.38,129.101.37.84,29950,23066,HTTP,6,272,1753038781,1701594575,0.153,0
159.81.99.1,240.156.132.240,35270,2896,HTTPS,22,52,1721596739,1746797801,5.692,0
206.76.220.11,202.91.20.241,40188,15324,UDP,14,1309,1711475418,1739700092,3.458,1
39.193.223.12,199.194.108.46,9472,12353,HTTPS,3,4999,1745789019,1701732329,3.295,1
46.154.112.232,84.82.34.195,44414,44644,HTTPS,12,4373,1748372348,1752188732,6.485,0
17.103.222.97,69.128.195.139,50617,49738,DNS,36,4644,1716017834,1718172210,8.53,1
188.191.87.108,188.26.55.233,11097,38592,DNS,12,2618,1744638031,1721291273,6.131,1
